,Currency,DailyHigh,DailyHighDate,DailyHighTime,DailyLow,DailyLowDate,DailyLowTime,DailyOpen,DailyOpenDate,DailyOpenTime,LastSale,LastSaleDate,LastSaleSize,LastSaleTime,LastYearClose,LastYearCloseDate,PriceSource,PriceUsedForCalculations,PriceUsedForCalculationsDate,PriceUsedForCalculationsTime,ShortName,Symbol,YearlyHigh,YearlyHighDate,YearlyLow,YearlyLowDate,YieldToMaturity,Valoren
11847135,USD,112.16,11/10/2016,1:09:46 PM,111.55,11/10/2016,1:09:46 PM,111.55,11/10/2016,1:09:46 PM,112.16,11/10/2016,50000,5:20:49 PM,104.407,12/30/2015,FINRA,112.16,11/10/2016,4:26:07 AM,General Electric 4.3 % InterNotes 2010-15.10.25 Sr Tranche 9,GE.HPZ,116.279,8/11/2016,105.672,2/1/2016,2.771,11847135
11851996,USD,101.83,11/10/2016,1:32:58 PM,101.562,11/10/2016,12:41:30 PM,101.562,11/10/2016,12:41:30 PM,101.83,11/10/2016,15000,5:20:55 PM,103.3,12/30/2015,FINRA,101.83,11/10/2016,4:26:07 AM,General Electric 3.3 % InterNotes 2010-15.10.17 Sr Tranche 8,GE.HPY,104.38,3/21/2016,101.412,8/26/2016,1.2827,11851996
11914579,USD,109.678,11/2/2016,11:07:38 AM,108.928,11/2/2016,11:07:38 AM,109.678,11/2/2016,11:07:38 AM,108.928,11/2/2016,10000,5:20:43 PM,106.6106,12/31/2015,FINRA,108.928,11/2/2016,4:26:07 AM,General Electric 4.1 % InterNotes 2010-15.10.21 Sr Tranche 11,GE.HQB,111.839,10/5/2016,106.222,1/15/2016,2.186,11914579
11948739,USD,113.442,11/9/2016,1:32:00 PM,113.442,11/9/2016,1:32:00 PM,113.442,11/9/2016,1:32:00 PM,113.442,11/9/2016,35000,5:20:49 PM,108.765,12/24/2015,FINRA,113.442,11/9/2016,4:26:07 AM,General Electric 4 1/2 % InterNotes 2010-15.11.25 Sr Tranche 15,GE.HQF,116.834,8/16/2016,107.5,1/15/2016,2.8933,11948739
11977285,USD,102.209,11/8/2016,12:05:22 PM,102.109,11/8/2016,12:05:05 PM,102.109,11/8/2016,12:05:05 PM,102.209,11/8/2016,65000,5:20:40 PM,103.34,12/30/2015,FINRA,102.209,11/8/2016,4:26:07 AM,General Electric 3 1/4 % InterNotes 2010-15.11.17 Sr Tranche 16,GE.HQG,104.523,1/8/2016,101.568,10/26/2016,1.7563,11977285
11977413,USD,112.218,11/4/2016,9:11:59 AM,112.218,11/4/2016,9:11:59 AM,112.218,11/4/2016,9:11:59 AM,112.218,11/4/2016,10000,5:20:40 PM,107.1596,12/30/2015,FINRA,112.218,11/4/2016,4:26:07 AM,General Electric 4 1/2 % InterNotes 2010-15.11.25 SR Tranche 17,GE.HQH,116.625,8/29/2016,106.4533,1/6/2016,3.0339,11977413
12008038,USD,113.762,10/26/2016,10:28:22 AM,113.662,10/26/2016,10:28:22 AM,113.662,10/26/2016,10:28:22 AM,113.662,10/26/2016,45000,5:20:46 PM,106.396,12/31/2015,FINRA,113.662,10/26/2016,4:26:07 AM,General Electric 4 1/2 % InterNotes 2010-15.11.25 Sr Tranche 19,GE.HQK,118.1227,6/29/2016,105.693,1/6/2016,2.8683,12008038
12039076,USD,112.1429,11/8/2016,9:32:51 AM,112.1429,11/8/2016,9:32:51 AM,112.1429,11/8/2016,9:32:51 AM,112.1429,11/8/2016,47000,5:20:43 PM,109.204,12/21/2015,FINRA,112.143,11/8/2016,4:26:07 AM,General Electric 4.6 % InterNotes 2010-15.11.23 Sr Tranche 20,GE.HQL,115.811,6/2/2016,107.9665,1/5/2016,2.8131,12039076
12403932,USD,115.473,11/10/2016,2:11:46 PM,115.294,11/10/2016,2:26:21 PM,115.473,11/10/2016,2:11:46 PM,115.294,11/10/2016,10000,5:20:40 PM,110.867,12/29/2015,FINRA,115.294,11/10/2016,4:26:07 AM,General Electric 5 % InterNotes 2011-15.2.27 Sr Tranche 29,GE.HQQ,122.127,9/28/2016,108.053,2/18/2016,3.2602,12403932
12438186,USD,111.724,11/7/2016,3:11:20 PM,111.724,11/7/2016,3:11:20 PM,111.724,11/7/2016,3:11:20 PM,111.724,11/7/2016,10000,5:20:50 PM,107.211,12/30/2015,FINRA,111.724,11/7/2016,4:26:07 AM,General Electric 4.5 % InterNotes 2011-15.2.22 Sr Tranche 30,GE.HQS,112.053,9/6/2016,107.77,2/9/2016,2.1376,12438186
12484210,USD,113.064,11/10/2016,12:21:58 PM,112.681,11/10/2016,2:40:24 PM,112.963,11/10/2016,9:00:06 AM,112.863,11/10/2016,20000,5:20:55 PM,112.799,12/31/2015,FINRA,112.863,11/10/2016,4:26:07 AM,General Electric 5.3 % Medium Term Notes 2011-11.2.21 Subord Global,GE.HQT,118.839,3/29/2016,110.1,1/20/2016,2.1201,12484210
12547968,USD,114.819,10/26/2016,4:06:37 PM,114.819,10/26/2016,4:06:37 PM,114.819,10/26/2016,4:06:37 PM,114.819,10/26/2016,15000,5:20:52 PM,111.353,12/30/2015,FINRA,114.819,10/26/2016,4:26:07 AM,General Electric 5 % InterNotes 2011-15.2.25 Sr Tranche 33,GE.ASU,121.3586,8/31/2016,109.75,9/22/2016,2.9829,12547968
12572419,USD,112.1957,11/10/2016,2:23:16 PM,112.1957,11/10/2016,2:23:16 PM,112.1957,11/10/2016,2:23:16 PM,112.1957,11/10/2016,5000,5:20:56 PM,112.0,12/11/2015,FINRA,112.196,11/10/2016,4:26:07 AM,General Electric 5.25 % InterNotes 2011-15.3.32 Sr Tranche 34,GE.HQV,123.9246,8/18/2016,110.161,1/29/2016,4.2085,12572419
12660320,USD,118.563,11/7/2016,1:02:23 PM,115.313,11/7/2016,12:03:00 PM,115.892,11/7/2016,12:02:58 PM,118.563,11/7/2016,20000,5:20:54 PM,111.15,12/31/2015,FINRA,118.563,11/7/2016,4:26:07 AM,General Electric 5.1 % InterNotes 2011-15.3.29 Sr Tranche 37,GE.HQW,122.053,9/23/2016,108.377,3/18/2016,3.2859,12660320
12791696,USD,116.153,11/3/2016,12:27:25 PM,115.441,11/3/2016,3:29:52 PM,116.153,11/3/2016,12:27:25 PM,115.441,11/3/2016,5000,5:20:42 PM,112.398,12/31/2015,FINRA,115.441,11/3/2016,4:26:07 AM,General Electric 5 1/4 % InterNotes 2011-15.4.34 Sr Tranche 44,GE.AM,122.604,8/23/2016,108.395,1/4/2016,4.0494,12791696
12867664,USD,116.927,11/10/2016,4:09:47 PM,115.348,11/10/2016,10:40:42 AM,115.348,11/10/2016,10:40:42 AM,116.887,11/10/2016,50000,5:20:54 PM,116.7172,12/31/2015,FINRA,116.887,11/10/2016,4:26:07 AM,General Electric 5 1/2 % InterNotes 2011-15.4.36 Sr Tranche 48,GE.AR,127.298,8/30/2016,112.045,1/15/2016,4.2615,12867664
13015141,USD,114.948,11/10/2016,1:42:36 PM,111.198,11/10/2016,11:24:44 AM,114.231,11/10/2016,11:14:00 AM,114.948,11/10/2016,25000,5:20:51 PM,110.4333,12/22/2015,FINRA,114.948,11/10/2016,4:26:07 AM,General Electric 5 % InterNotes 2011-15.5.30 Sr Tranche 49,GE.HQX,121.125,8/22/2016,105.8064,1/6/2016,3.6615,13015141
13055689,USD,114.069,11/9/2016,2:34:20 PM,113.969,11/9/2016,2:34:20 PM,113.969,11/9/2016,2:34:20 PM,114.069,11/9/2016,15000,5:20:49 PM,110.624,12/30/2015,FINRA,114.069,11/9/2016,4:26:07 AM,General Electric 5 1/4 % InterNotes 2011-15.5.34 Sr Tranche 51,GE.AV,121.729,8/24/2016,108.319,2/1/2016,4.1768,13055689
13091236,USD,119.537,10/31/2016,11:57:28 AM,117.194,10/31/2016,11:57:28 AM,117.194,10/31/2016,11:57:28 AM,119.537,10/31/2016,25000,5:20:46 PM,111.533,12/30/2015,FINRA,119.537,10/31/2016,4:26:07 AM,General Electric 5 1/4 % InterNotes 2011-15.6.34 Sr Tranche 54,GE.AX,120.865,7/8/2016,108.0,1/7/2016,3.7599,13091236
13169605,USD,118.842,11/4/2016,9:53:46 AM,118.759,11/4/2016,9:53:45 AM,118.842,11/4/2016,9:53:46 AM,118.842,11/4/2016,25000,5:20:54 PM,109.882,12/30/2015,FINRA,118.842,11/4/2016,4:26:07 AM,General Electric 5.1 % InterNotes 2011-15.6.31 Sr Tranche 56,GE.ASZ,123.5739,7/13/2016,107.683,1/19/2016,3.4747,13169605
13169680,USD,114.64,11/10/2016,11:40:00 AM,113.634,11/10/2016,2:15:40 PM,114.64,11/10/2016,11:40:00 AM,113.634,11/10/2016,20000,5:20:54 PM,110.705,12/23/2015,FINRA,113.634,11/10/2016,4:26:07 AM,General Electric 5 1/4 % InterNotes 2011-15.6.36 Sr Tranche 57,GE.ATA,124.259,8/23/2016,109.114,1/22/2016,4.2642,13169680
13253368,USD,115.553,11/7/2016,12:21:14 PM,114.108,11/7/2016,12:21:14 PM,114.108,11/7/2016,12:21:14 PM,115.553,11/7/2016,15000,5:20:44 PM,113.715,12/31/2015,FINRA,115.553,11/7/2016,4:26:07 AM,General Electric 5 1/4 % InterNotes 2011-15.6.34 Sr Tranche 60,GE.HRA,121.796,8/18/2016,107.625,1/26/2016,4.0487,13253368
13284891,USD,114.19,11/10/2016,4:33:51 PM,112.472,11/10/2016,2:16:46 PM,112.472,11/10/2016,2:16:46 PM,113.815,11/10/2016,23000,5:20:40 PM,112.3755,12/30/2015,FINRA,113.815,11/10/2016,4:26:07 AM,General Electric 5 1/4 % InterNotes 2011-15.7.34 Sr Tranche 62,GE.BC,123.622,9/13/2016,107.8,2/11/2016,4.1821,13284891
13334671,USD,113.263,11/10/2016,12:53:29 PM,110.378,11/10/2016,12:53:29 PM,113.263,11/10/2016,12:53:29 PM,110.378,11/10/2016,35000,5:20:40 PM,111.122,12/30/2015,FINRA,110.378,11/10/2016,4:26:07 AM,General Electric 5 1/4 % InterNotes 2011-15.7.34 Sr Tranche 65,GE.HRD,122.127,9/20/2016,107.781,1/8/2016,4.4467,13334671
13373136,USD,112.2,11/10/2016,1:58:42 PM,110.517,11/10/2016,1:58:42 PM,110.517,11/10/2016,1:58:42 PM,112.2,11/10/2016,7000,5:20:40 PM,113.349,12/29/2015,FINRA,112.2,11/10/2016,4:26:07 AM,General Electric 5.2 % InterNotes 2011-15.7.34 Sr Tranche 67,GE.HRF,122.003,8/22/2016,104.5,3/8/2016,4.2577,13373136
13457530,USD,113.2258,11/4/2016,3:15:26 PM,113.2258,11/4/2016,3:15:26 PM,113.2258,11/4/2016,3:15:26 PM,113.2258,11/4/2016,5000,5:20:41 PM,109.4,12/30/2015,FINRA,113.226,11/4/2016,4:26:07 AM,General Electric 4.65 % InterNotes 2011-15.8.26 Sr Tranche 68,GE.HRG,118.26,7/12/2016,106.9954,1/15/2016,3.0927,13457530
13702805,USD,112.3981,11/7/2016,11:39:27 AM,111.05,11/7/2016,3:15:35 PM,112.3981,11/7/2016,11:39:27 AM,111.05,11/7/2016,10000,5:20:40 PM,106.83,12/29/2015,FINRA,111.05,11/7/2016,4:26:07 AM,General Electric 4.45 % InterNotes 2011-15.9.26 Sr Tranche 72,GE.ATB,117.2936,8/4/2016,104.366,1/6/2016,3.1593,13702805
13756195,USD,112.17,11/10/2016,10:39:19 AM,111.25,11/10/2016,12:14:37 PM,112.17,11/10/2016,10:39:19 AM,111.25,11/10/2016,350000,5:20:43 PM,108.262,12/22/2015,FINRA,111.25,11/10/2016,4:26:07 AM,General Electric 4 1/2 % InterNotes 2011-15.9.26 Sr Tranche 73,GE.HRI,117.679,8/3/2016,105.233,2/1/2016,3.1842,13756195
1444096,USD,99.4,1/15/2013,3:01:00 PM,99.4,1/15/2013,3:01:00 PM,99.4,1/15/2013,3:01:00 PM,99.4,1/15/2013,225000,5:20:05 PM,99.4,1/15/2013,FINRA,0.0,,,General Electric Notes 1991-1.12.51 Fltg Rt,GE.HP,99.4,1/15/2013,99.4,1/15/2013,0.0,1444096
1673681,USD,100.0,10/21/2016,12:39:21 PM,99.0,10/21/2016,12:39:24 PM,100.0,10/21/2016,12:39:21 PM,99.0,10/21/2016,115000,5:20:52 PM,100.0,8/16/2013,FINRA,0.0,,,General Electric Medium Term Notes 1998-4.11.38 Series A Tranche 361 Fltg Rt,GE.RU,100.0,10/21/2016,92.863,8/19/2016,0.0,1673681
1673748,USD,99.174,,,99.074,,,99.074,,,99.174,6/1/2011,0,5:15:00 PM,99.174,6/1/2011,FINRA,0.0,,,General Electric Medium Term Notes 1998-20.10.38 Series A Tranche 359 Fltg Rt,GE.RS,0.0,,0.0,,0.0,1673748
1856830,USD,100.0,12/29/2015,4:47:05 PM,98.625,12/29/2015,4:47:14 PM,100.0,12/29/2015,4:47:05 PM,98.625,12/29/2015,700000,5:20:32 PM,98.625,12/29/2015,FINRA,0.0,,,General Electric Medium Term Notes 1995-30.6.55 Series A Tranche 779 Fltg Rt,GE.JE,100.0,12/29/2015,98.625,12/29/2015,0.0,1856830
2043877,USD,0.0,,,0.0,,,0.0,,,0.0,,0,,0.0,,FINRA,0.0,,,General Electric Medium Term Notes 1995-28.6.55 Global Series A Tranche 776 Fltg Rt,GE.JD,0.0,,0.0,,0.0,2043877
2046349,USD,0.0,,,0.0,,,0.0,,,0.0,,0,,0.0,,FINRA,0.0,,,General Electric Medium Term Notes 1995-15.12.35 Global Series A Tranche 12 Fltg Rt,GE.ME,0.0,,0.0,,0.0,2046349
2044993,USD,0.0,,,0.0,,,0.0,,,0.0,,0,,0.0,,FINRA,0.0,,,General Electric Medium Term Notes 1995-8.9.55 Global Series A Tranche 845 Fltg Rt,GE.JR,0.0,,0.0,,0.0,2044993
2056870,USD,100.0,4/26/2016,10:30:04 AM,99.0,4/26/2016,10:23:27 AM,99.0,4/26/2016,10:23:27 AM,100.0,4/26/2016,50000,5:20:43 PM,98.5,12/29/2015,FINRA,0.0,,,General Electric Medium Term Notes 1996-28.10.36 Global Series A Tranche 182 Fltg Rt,GE.OW,100.0,4/26/2016,96.62,4/25/2016,0.0,2056870
2056911,USD,0.0,,,0.0,,,0.0,,,0.0,,0,,0.0,,FINRA,0.0,,,General Electric Medium Term Notes 1996-3.11.36 Global Series A Tranche 184 Fltg Rt,GE.OY,0.0,,0.0,,0.0,2056911
11145138,USD,116.177,11/10/2016,10:12:51 AM,114.681,11/10/2016,10:12:51 AM,116.132,11/10/2016,10:12:51 AM,115.248,11/10/2016,8000,5:20:55 PM,114.584,12/29/2015,FINRA,115.248,11/10/2016,4:26:07 AM,General Electric 5 1/2 % InterNotes 2010-15.3.23 Sr Tranche 866,GE.AJL,120.544,5/16/2016,113.008,11/7/2016,2.87,11145138
11316062,USD,103.212,11/10/2016,1:02:18 PM,103.212,11/10/2016,1:02:18 PM,103.212,11/10/2016,1:02:18 PM,103.212,11/10/2016,50000,5:20:48 PM,106.098,12/28/2015,FINRA,103.212,11/10/2016,4:26:07 AM,General Electric 4 1/2 % InterNotes 2010-15.5.18 Sr Tranche 880,GE.AJO,107.713,5/2/2016,103.212,11/10/2016,2.8545,11316062
11316064,USD,116.343,11/8/2016,12:13:41 PM,116.243,11/8/2016,12:13:41 PM,116.243,11/8/2016,12:13:41 PM,116.343,11/8/2016,35000,5:20:53 PM,112.045,12/23/2015,FINRA,116.343,11/8/2016,4:26:07 AM,General Electric 5.4 % InterNotes 2010-15.5.22 Sr Tranche 881,GE.AJP,132.176,4/8/2016,111.132,1/8/2016,2.4679,11316064
12180463,USD,116.4766,11/4/2016,11:11:55 AM,116.4766,11/4/2016,11:11:55 AM,116.4766,11/4/2016,11:11:55 AM,116.4766,11/4/2016,5000,5:20:41 PM,112.5,12/17/2015,FINRA,116.477,11/4/2016,4:26:07 AM,General Electric 5 % InterNotes 2010-15.12.25 Sr Tranche 25,GE.AC,121.3698,8/4/2016,110.328,4/7/2016,2.9421,12180463
12299769,USD,116.06,11/3/2016,3:27:21 PM,115.864,11/3/2016,12:46:02 PM,115.864,11/3/2016,12:46:02 PM,116.06,11/3/2016,10000,5:20:45 PM,110.944,12/14/2015,FINRA,116.06,11/3/2016,4:26:07 AM,General Electric 5 % InterNotes 2011-15.1.29 Sr Tranche 27,GE.AE,120.419,9/26/2016,107.947,1/19/2016,3.407,12299769
12471562,USD,119.089,10/3/2016,2:48:59 PM,119.089,10/3/2016,2:48:59 PM,119.089,10/3/2016,2:48:59 PM,119.089,10/3/2016,20000,5:20:44 PM,114.909,12/30/2015,FINRA,119.089,10/3/2016,4:26:07 AM,General Electric 5.2 % Medium Term Notes 2011-15.2.29 Sr,GE.AF,122.366,9/20/2016,107.75,1/22/2016,3.32,12471562
13209446,USD,113.427,11/10/2016,4:11:44 PM,113.427,11/10/2016,4:11:44 PM,113.427,11/10/2016,4:11:44 PM,113.427,11/10/2016,73000,5:20:40 PM,110.465,12/30/2015,FINRA,113.427,11/10/2016,4:26:07 AM,General Electric 5.3 % InterNotes 2011-15.6.36 Sr Tranche 58,GE.AJQ,126.117,8/31/2016,109.874,1/7/2016,4.3259,13209446
13648152,USD,115.182,11/7/2016,9:08:51 AM,113.887,11/7/2016,9:08:52 AM,113.887,11/7/2016,9:08:52 AM,113.887,11/7/2016,12000,5:20:54 PM,107.0,12/30/2015,FINRA,113.887,11/7/2016,4:26:07 AM,General Electric 4.4 % InterNotes 2011-15.8.26 Sr Tranche 71,GE.AJT,117.2417,9/22/2016,105.053,1/6/2016,2.7836,13648152
13817118,USD,112.117,11/4/2016,3:59:39 PM,111.435,11/4/2016,3:52:52 PM,111.535,11/4/2016,3:52:52 PM,112.117,11/4/2016,36000,5:20:55 PM,105.687,12/29/2015,FINRA,112.117,11/4/2016,4:26:07 AM,General Electric 4.35 % Medium Term Notes 2011-15.9.26 Sr,GE.AJU,115.755,9/27/2016,104.607,1/22/2016,2.9439,13817118
13875320,USD,111.102,11/9/2016,4:12:31 PM,109.713,11/9/2016,4:12:31 PM,111.102,11/9/2016,4:12:31 PM,111.102,11/9/2016,15000,5:20:50 PM,109.3693,12/30/2015,FINRA,111.102,11/9/2016,4:26:07 AM,General Electric 4 1/2 % InterNotes 2011-15.9.27 Sr Tranche 75,GE.AJV,118.9949,7/11/2016,104.701,2/5/2016,3.3006,13875320
13933190,USD,110.727,11/8/2016,12:15:38 PM,110.227,11/8/2016,12:15:39 PM,110.227,11/8/2016,12:15:39 PM,110.227,11/8/2016,38000,5:20:45 PM,106.93,12/28/2015,FINRA,110.227,11/8/2016,4:26:07 AM,General Electric 4.35 % InterNotes 2011-15.9.27 Sr Tranche 77,GE.AJX,116.385,9/29/2016,103.599,1/25/2016,3.2494,13933190
2058116,USD,100.0,10/21/2016,12:31:02 PM,99.0,10/21/2016,12:31:05 PM,100.0,10/21/2016,12:31:02 PM,99.0,10/21/2016,145000,5:20:52 PM,97.51,5/1/2014,FINRA,0.0,,,General Electric Medium Term Notes 1996-1.12.36 Global Series A Tranche 193 Fltg Rt,GE.PF,100.0,4/13/2016,97.75,7/28/2016,0.0,2058116
2058132,USD,100.6,8/26/2016,1:16:51 PM,100.0,8/26/2016,1:28:39 PM,100.5,8/26/2016,1:11:43 PM,100.0,8/26/2016,1000000,5:20:43 PM,98.875,6/25/2015,FINRA,0.0,,,General Electric Medium Term Notes 1997-30.9.37 Global Series A Tranche 248 Fltg Rt,GE.QY,100.6,8/26/2016,100.0,8/26/2016,0.0,2058132
2058185,USD,0.0,,,0.0,,,0.0,,,0.0,,0,,0.0,,FINRA,0.0,,,General Electric Medium Term Notes 1998-13.8.38 Global Series A Tranche 332 Fltg Rt,GE.RP,0.0,,0.0,,0.0,2058185
2058193,USD,100.0,9/25/2014,2:45:47 PM,99.0,9/25/2014,2:44:18 PM,99.0,9/25/2014,2:44:18 PM,100.0,9/25/2014,50000,5:20:21 PM,100.0,9/25/2014,FINRA,0.0,,,General Electric Medium Term Notes 1998-16.10.38 Sr Global Series A Tranche 358 Fltg Rt,GE.RR,100.0,8/6/2014,99.0,8/6/2014,0.0,2058193
2110293,USD,0.0,,,0.0,,,0.0,,,0.0,,0,,0.0,,FINRA,0.0,,,General Electric Notes 1990-1.4.50 Lkd to Rating Changes Fltg Rt,GE.HG,0.0,,0.0,,0.0,2110293
2187676,USD,101.3033,11/11/2016,2:02:42 PM,101.3033,11/11/2016,2:02:42 PM,101.3033,11/11/2016,2:02:42 PM,101.3033,11/11/2016,10000,2:02:42 PM,105.523,12/29/2015,FINRA,101.3033,11/11/2016,4:26:07 AM,General Electric 6 % InterNotes 2009-15.2.17 Sr Tranche 789,GE.HHK,106.15,1/21/2016,99.101,11/9/2016,0.9747,2187676
2230341,USD,100.0,7/8/2016,9:55:27 AM,100.0,7/8/2016,9:55:27 AM,100.0,7/8/2016,9:55:27 AM,100.0,7/8/2016,275000,5:20:36 PM,99.2,6/6/2012,FINRA,0.0,,,General Electric Medium Term Notes 2004-1.9.44 Series A Tranche 650 Fltg Rt,GE.GKM,100.0,7/8/2016,98.3806,7/5/2016,0.0,2230341
2239512,USD,100.0,6/12/2015,4:29:47 PM,99.4,6/12/2015,4:32:00 PM,100.0,6/12/2015,4:29:47 PM,99.4,6/12/2015,200000,5:20:33 PM,99.4,6/12/2015,FINRA,0.0,,,General Electric Medium Term Notes 2004-15.10.44 Series A Tranche 662 Fltg Rt,GE.GMD,100.0,3/20/2015,99.4,3/20/2015,0.0,2239512
2759631,USD,100.042,10/11/2016,4:28:17 PM,100.042,10/11/2016,4:28:17 PM,100.042,10/11/2016,4:28:17 PM,100.042,10/11/2016,1000000,5:20:46 PM,99.8819,8/20/2015,FINRA,100.042,10/11/2016,4:26:07 AM,General Electric (no min.) Floating Rate Notes 2006-29.12.16 Floating Rate Reg-S Senior,GE3928850,100.075,4/27/2016,100.017,9/21/2016,0.7099,2759631
2973933,USD,99.92,10/7/2016,10:40:37 AM,99.92,10/7/2016,10:40:37 AM,99.92,10/7/2016,10:40:37 AM,99.92,10/7/2016,1000000,5:20:42 PM,98.864,11/18/2015,FINRA,99.92,10/7/2016,4:26:07 AM,General Electric (0 % min.) Euro Medium-Term Notes 2007-20.3.17 Floating Rate Series 4557 Senior,GE3896853,100.0351,4/21/2016,98.8,2/2/2016,1.2577,2973933
3807482,USD,101.484,10/31/2016,10:07:00 AM,101.384,10/31/2016,10:06:55 AM,101.384,10/31/2016,10:06:55 AM,101.384,10/31/2016,25000,5:20:40 PM,105.434,12/31/2015,FINRA,101.384,10/31/2016,4:26:07 AM,General Electric 6 % InterNotes 2009-15.2.17 Sr Tranche 791,GE.HHM,105.325,1/8/2016,98.201,3/11/2016,0.6546,3807482
4517841,USD,0.0,,,0.0,,,0.0,,,0.0,,0,,0.0,,FINRA,0.0,,,General Electric Medium Term Notes 1995-30.8.55 Tranche 831 Fltg Rt,GE.HGD,0.0,,0.0,,0.0,4517841
18778792,USD,104.865,11/4/2016,11:04:15 AM,104.865,11/4/2016,11:04:15 AM,104.865,11/4/2016,11:04:15 AM,104.865,11/4/2016,5000,5:20:53 PM,100.517,12/18/2015,FINRA,104.865,11/4/2016,4:26:08 AM,General Electric 3.1 % InterNotes 2012-15.6.22 Sr Tranche 133,GE3864346,107.223,8/16/2016,99.258,1/14/2016,2.1812,18778792
18879512,USD,104.028,11/11/2016,3:14:32 PM,104.028,11/11/2016,3:14:32 PM,104.028,11/11/2016,3:14:32 PM,104.028,11/11/2016,2000,3:14:32 PM,101.994,12/23/2015,FINRA,104.028,11/11/2016,4:26:08 AM,General Electric 3 % InterNotes 2012-15.6.21 Sr Tranche 137,GE3869526,106.387,8/11/2016,100.643,1/6/2016,2.0842,18879512
18879528,USD,104.791,11/10/2016,1:59:11 PM,102.569,11/10/2016,11:25:39 AM,104.036,11/10/2016,11:24:57 AM,104.691,11/10/2016,25000,5:20:52 PM,102.251,11/20/2015,FINRA,104.691,11/10/2016,4:26:08 AM,General Electric 3.35 % InterNotes 2012-15.6.24 Sr Tranche 138,GE3869527,108.618,8/4/2016,100.885,2/17/2016,2.68,18879528
18879694,USD,104.5,11/8/2016,4:00:56 PM,101.295,11/8/2016,2:12:30 PM,102.161,11/8/2016,12:00:25 PM,104.5,11/8/2016,100000,5:20:41 PM,102.2449,12/28/2015,FINRA,104.5,11/8/2016,4:26:08 AM,General Electric 4 % InterNotes 2012-15.6.32 Sr Tranche 139,GE3869528,109.566,8/9/2016,98.351,1/22/2016,3.6521,18879694
18924998,USD,102.237,11/10/2016,3:28:51 PM,102.237,11/10/2016,3:28:51 PM,102.237,11/10/2016,3:28:51 PM,102.237,11/10/2016,15000,5:20:49 PM,99.8664,12/22/2015,FINRA,102.237,11/10/2016,4:26:08 AM,General Electric 3 % InterNotes 2012-15.7.22 Sr Tranche 140,GE3873036,106.498,8/26/2016,97.803,2/16/2016,2.5892,18924998
18925006,USD,106.945,10/21/2016,11:06:14 AM,105.003,10/21/2016,11:06:14 AM,106.945,10/21/2016,11:06:14 AM,105.003,10/21/2016,2000,5:20:51 PM,99.75,12/16/2015,FINRA,105.003,10/21/2016,4:26:08 AM,General Electric 3.5 % InterNotes 2012-15.7.27 Sr Tranche 141,GE3873039,106.954,10/6/2016,97.256,3/7/2016,2.9712,18925006
18925010,USD,103.5107,11/10/2016,1:47:23 PM,99.767,11/10/2016,4:01:08 PM,100.75,11/10/2016,10:38:33 AM,99.767,11/10/2016,35000,5:20:52 PM,98.183,12/31/2015,FINRA,99.767,11/10/2016,4:26:08 AM,General Electric 4 % InterNotes 2012-15.7.32 Sr Tranche 142,GE3873043,109.45,8/31/2016,98.0,1/20/2016,4.0602,18925010
19119409,USD,100.667,10/20/2016,11:30:28 AM,100.667,10/20/2016,11:30:28 AM,100.667,10/20/2016,11:30:28 AM,100.667,10/20/2016,25000,5:20:50 PM,99.75,12/31/2015,FINRA,99.8,1/28/2016,3:28:10 PM,General Electric Medium Term Notes 2012-1.8.17 Sr Series A Tranche 866 Fltg Rt,GE3880619,100.784,5/2/2016,98.484,9/16/2016,1.2983,19119409
19130488,USD,101.484,10/26/2016,11:46:23 AM,101.484,10/26/2016,11:46:23 AM,101.484,10/26/2016,11:46:23 AM,101.484,10/26/2016,18000,5:20:52 PM,99.642,10/6/2015,FINRA,101.484,10/26/2016,4:26:08 AM,General Electric 3 % InterNotes 2012-15.8.25 Sr Tranche 143,GE3882924,106.064,9/2/2016,96.581,1/5/2016,2.8268,19130488
19130579,USD,102.3,11/10/2016,12:19:10 PM,97.365,11/10/2016,11:44:58 AM,97.365,11/10/2016,11:44:58 AM,102.3,11/10/2016,40000,5:20:49 PM,99.55,12/31/2015,FINRA,102.3,11/10/2016,4:26:08 AM,General Electric 3.6 % InterNotes 2012-15.8.32 Sr Tranche 144,GE3882925,107.2349,8/4/2016,96.759,2/11/2016,3.4388,19130579
19183784,USD,97.353,11/10/2016,10:31:29 AM,97.353,11/10/2016,10:31:29 AM,97.353,11/10/2016,10:31:29 AM,97.353,11/10/2016,2000,5:20:42 PM,99.464,11/23/2015,FINRA,97.353,11/10/2016,4:26:08 AM,General Electric 3 % InterNotes 2012-15.8.25 Sr Tranche 145,GE3885348,105.613,9/23/2016,96.643,1/12/2016,3.3793,19183784
19183790,USD,103.067,11/3/2016,10:55:55 AM,103.067,11/3/2016,10:55:55 AM,103.067,11/3/2016,10:55:55 AM,103.067,11/3/2016,65000,5:20:40 PM,97.863,12/29/2015,FINRA,103.067,11/3/2016,4:26:08 AM,General Electric 3.6 % InterNotes 2012-15.8.32 Sr Tranche 146,GE3885350,106.8685,2/23/2016,97.327,1/21/2016,3.3755,19183790
